PLAYER,PLAY_TYPE,MADE,SHOT_TYPE,VTM,HTM,GAME_DATE,PERIOD,TIME_REMAINING,SHOT_DISTANCE (FT)
Pascal Siakam,Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,6/10/2019,1,5:39,23
Pascal Siakam,Jump Shot,Made Shot,2PT Field Goal,GSW,TOR,6/10/2019,1,4:10,8
Pascal Siakam,Driving Finger Roll Layup Shot,Missed Shot,2PT Field Goal,GSW,TOR,6/10/2019,1,3:44,6
Pascal Siakam,Tip Layup Shot,Made Shot,2PT Field Goal,GSW,TOR,6/10/2019,2,8:01,2
Pascal Siakam,Driving Layup Shot,Missed Shot,2PT Field Goal,GSW,TOR,6/10/2019,2,8:02,1
Pascal Siakam,Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,6/10/2019,2,4:14,22
Pascal Siakam,Running Finger Roll Layup Shot,Made Shot,2PT Field Goal,GSW,TOR,6/10/2019,2,1:36,1
Pascal Siakam,Hook Bank Shot,Made Shot,2PT Field Goal,GSW,TOR,6/10/2019,2,0:43,1
Pascal Siakam,Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,6/10/2019,3,10:42,22
Pascal Siakam,Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,6/10/2019,3,10:21,23
Pascal Siakam,Driving Bank Hook Shot,Made Shot,2PT Field Goal,GSW,TOR,6/10/2019,3,8:50,2
Pascal Siakam,Driving Hook Shot,Missed Shot,2PT Field Goal,GSW,TOR,6/10/2019,3,1:26,7
Pascal Siakam,Jump Shot,Made Shot,3PT Field Goal,TOR,GSW,6/13/2019,1,8:36,23
Pascal Siakam,Jump Shot,Made Shot,3PT Field Goal,TOR,GSW,6/13/2019,1,8:04,24
Pascal Siakam,Jump Shot,Missed Shot,3PT Field Goal,TOR,GSW,6/13/2019,1,7:42,24
Pascal Siakam,Layup Shot,Missed Shot,2PT Field Goal,TOR,GSW,6/13/2019,1,7:15,4
Pascal Siakam,Running Alley Oop Dunk Shot,Made Shot,2PT Field Goal,TOR,GSW,6/13/2019,1,6:27,1
Pascal Siakam,Hook Shot,Missed Shot,2PT Field Goal,TOR,GSW,6/13/2019,2,10:32,7
Pascal Siakam,Jump Shot,Made Shot,3PT Field Goal,TOR,GSW,6/13/2019,2,8:53,23
Pascal Siakam,Jump Shot,Missed Shot,3PT Field Goal,TOR,GSW,6/13/2019,2,7:19,25
Pascal Siakam,Running Layup Shot,Made Shot,2PT Field Goal,TOR,GSW,6/13/2019,2,4:15,0
Pascal Siakam,Floating Jump shot,Made Shot,2PT Field Goal,TOR,GSW,6/13/2019,3,10:15,10
Pascal Siakam,Hook Shot,Missed Shot,2PT Field Goal,TOR,GSW,6/13/2019,3,9:12,11
Pascal Siakam,Driving Floating Bank Jump Shot,Made Shot,2PT Field Goal,TOR,GSW,6/13/2019,3,6:31,10
Pascal Siakam,Floating Jump shot,Made Shot,2PT Field Goal,TOR,GSW,6/13/2019,3,5:41,10
Pascal Siakam,Driving Floating Jump Shot,Missed Shot,2PT Field Goal,TOR,GSW,6/13/2019,3,1:45,7
Pascal Siakam,Layup Shot,Made Shot,2PT Field Goal,TOR,GSW,6/13/2019,4,6:20,2
Pascal Siakam,Jump Shot,Missed Shot,3PT Field Goal,TOR,GSW,6/13/2019,4,2:29,26
Pascal Siakam,Driving Floating Jump Shot,Made Shot,2PT Field Goal,TOR,GSW,6/13/2019,4,0:28,12
