PLAYER,PLAY_TYPE,MADE,SHOT_TYPE,VTM,HTM,GAME_DATE,PERIOD,TIME_REMAINING,SHOT_DISTANCE (FT)
Klay Thompson,Fadeaway Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,6/10/2019,2,10:15,21
Klay Thompson,Running Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,6/10/2019,2,6:44,24
Klay Thompson,Jump Shot,Missed Shot,2PT Field Goal,GSW,TOR,6/10/2019,2,5:31,16
Klay Thompson,Running Pull-Up Jump Shot,Missed Shot,2PT Field Goal,GSW,TOR,6/10/2019,2,2:35,14
Klay Thompson,Driving Finger Roll Layup Shot,Missed Shot,2PT Field Goal,GSW,TOR,6/10/2019,2,0:52,2
Klay Thompson,Pullup Jump shot,Made Shot,3PT Field Goal,GSW,TOR,6/10/2019,3,11:04,24
Klay Thompson,Fadeaway Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,6/10/2019,3,7:55,22
Klay Thompson,Running Jump Shot,Made Shot,2PT Field Goal,GSW,TOR,6/10/2019,3,7:00,1
Klay Thompson,Turnaround Fadeaway shot,Missed Shot,2PT Field Goal,GSW,TOR,6/10/2019,3,6:29,12
Klay Thompson,Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,6/10/2019,3,4:35,24
Klay Thompson,Jump Shot,Made Shot,3PT Field Goal,GSW,TOR,6/10/2019,3,3:39,22
Klay Thompson,Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,6/10/2019,4,5:46,23
Klay Thompson,Pullup Jump shot,Made Shot,3PT Field Goal,GSW,TOR,6/10/2019,4,2:32,25
Klay Thompson,Step Back Jump shot,Made Shot,3PT Field Goal,GSW,TOR,6/10/2019,4,0:57,24
Klay Thompson,Tip Layup Shot,Made Shot,2PT Field Goal,TOR,GSW,6/13/2019,1,7:08,0
Klay Thompson,Step Back Jump shot,Made Shot,3PT Field Goal,TOR,GSW,6/13/2019,1,6:06,26
Klay Thompson,Fadeaway Jump Shot,Made Shot,2PT Field Goal,TOR,GSW,6/13/2019,1,5:13,19
Klay Thompson,Step Back Jump shot,Made Shot,3PT Field Goal,TOR,GSW,6/13/2019,1,4:40,26
Klay Thompson,Jump Shot,Missed Shot,3PT Field Goal,TOR,GSW,6/13/2019,1,3:53,26
Klay Thompson,Pullup Jump shot,Missed Shot,2PT Field Goal,TOR,GSW,6/13/2019,2,9:47,17
Klay Thompson,Turnaround Jump Shot,Missed Shot,2PT Field Goal,TOR,GSW,6/13/2019,2,6:30,11
Klay Thompson,Jump Shot,Missed Shot,3PT Field Goal,TOR,GSW,6/13/2019,3,11:11,25
Klay Thompson,Pullup Jump shot,Made Shot,2PT Field Goal,TOR,GSW,6/13/2019,3,10:35,20
Klay Thompson,Running Layup Shot,Made Shot,2PT Field Goal,TOR,GSW,6/13/2019,3,9:38,2
Klay Thompson,Running Pull-Up Jump Shot,Made Shot,3PT Field Goal,TOR,GSW,6/13/2019,3,5:15,27
Klay Thompson,Jump Shot,Made Shot,3PT Field Goal,TOR,GSW,6/13/2019,3,3:18,25
